2024-04-03 15:59:24,412 INFO    StreamThr :14844 [internal.py:wandb_internal():86] W&B internal server running at pid: 14844, started at: 2024-04-03 15:59:24.412488
2024-04-03 15:59:24,413 DEBUG   HandlerThread:14844 [handler.py:handle_request():146] handle_request: status
2024-04-03 15:59:24,422 INFO    WriterThread:14844 [datastore.py:open_for_write():85] open: D:\UCB\capstone\RL-for-Cost-Savings-DRL\Optimal-Energy-System-Scheduling-Combining-Mixed-Integer-Programming-and-Deep-Reinforcement-Learning\wandb\run-20240403_155924-st819v7j\run-st819v7j.wandb
2024-04-03 15:59:24,423 DEBUG   SenderThread:14844 [sender.py:send():380] send: header
2024-04-03 15:59:24,452 DEBUG   SenderThread:14844 [sender.py:send():380] send: run
2024-04-03 15:59:24,890 INFO    SenderThread:14844 [dir_watcher.py:__init__():211] watching files in: D:\UCB\capstone\RL-for-Cost-Savings-DRL\Optimal-Energy-System-Scheduling-Combining-Mixed-Integer-Programming-and-Deep-Reinforcement-Learning\wandb\run-20240403_155924-st819v7j\files
2024-04-03 15:59:24,890 INFO    SenderThread:14844 [sender.py:_start_run_threads():1122] run started: st819v7j with start time 1712185164.420879
2024-04-03 15:59:24,893 DEBUG   HandlerThread:14844 [handler.py:handle_request():146] handle_request: check_version
2024-04-03 15:59:24,894 DEBUG   SenderThread:14844 [sender.py:send_request():407] send_request: check_version
2024-04-03 15:59:25,191 DEBUG   HandlerThread:14844 [handler.py:handle_request():146] handle_request: run_start
2024-04-03 15:59:25,201 DEBUG   HandlerThread:14844 [system_info.py:__init__():32] System info init
2024-04-03 15:59:25,201 DEBUG   HandlerThread:14844 [system_info.py:__init__():47] System info init done
2024-04-03 15:59:25,201 INFO    HandlerThread:14844 [system_monitor.py:start():194] Starting system monitor
2024-04-03 15:59:25,201 INFO    SystemMonitor:14844 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-03 15:59:25,201 INFO    HandlerThread:14844 [system_monitor.py:probe():214] Collecting system info
2024-04-03 15:59:25,204 DEBUG   HandlerThread:14844 [system_info.py:probe():196] Probing system
2024-04-03 15:59:25,206 INFO    SystemMonitor:14844 [interfaces.py:start():190] Started cpu monitoring
2024-04-03 15:59:25,206 INFO    SystemMonitor:14844 [interfaces.py:start():190] Started disk monitoring
2024-04-03 15:59:25,209 INFO    SystemMonitor:14844 [interfaces.py:start():190] Started memory monitoring
2024-04-03 15:59:25,218 INFO    SystemMonitor:14844 [interfaces.py:start():190] Started network monitoring
2024-04-03 15:59:25,218 DEBUG   HandlerThread:14844 [system_info.py:_probe_git():181] Probing git
2024-04-03 15:59:25,268 DEBUG   HandlerThread:14844 [system_info.py:_probe_git():189] Probing git done
2024-04-03 15:59:25,268 DEBUG   HandlerThread:14844 [system_info.py:probe():244] Probing system done
2024-04-03 15:59:25,269 DEBUG   HandlerThread:14844 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.9', 'heartbeatAt': '2024-04-03T22:59:25.206070', 'startedAt': '2024-04-03T22:59:24.408617', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'D:\\UCB\\capstone\\RL-for-Cost-Savings-DRL\\Optimal-Energy-System-Scheduling-Combining-Mixed-Integer-Programming-and-Deep-Reinforcement-Learning\\MIP_DQN.py', 'codePathLocal': 'MIP_DQN.py', 'codePath': 'MIP_DQN.py', 'git': {'remote': 'https://github.com/jgeng99/Optimal-Energy-System-Scheduling-Combining-Mixed-Integer-Programming-and-Deep-Reinforcement-Learning.git', 'commit': '24b0eb60c42f2168751749084dac193af20ccac8'}, 'email': 'Georgegeng00@hotmail.com', 'root': 'D:/UCB/capstone/RL-for-Cost-Savings-DRL/Optimal-Energy-System-Scheduling-Combining-Mixed-Integer-Programming-and-Deep-Reinforcement-Learning', 'host': 'DESKTOP-35N51H8', 'username': 'Georg', 'executable': 'C:\\Users\\Georg\\AppData\\Local\\Microsoft\\WindowsApps\\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3501.0, 'min': 0.0, 'max': 3501.0}, 'cpu_freq_per_core': [{'current': 3501.0, 'min': 0.0, 'max': 3501.0}], 'disk': {'/': {'total': 299.99999618530273, 'used': 51.14183807373047}}, 'memory': {'total': 15.927825927734375}}
2024-04-03 15:59:25,269 INFO    HandlerThread:14844 [system_monitor.py:probe():224] Finished collecting system info
2024-04-03 15:59:25,269 INFO    HandlerThread:14844 [system_monitor.py:probe():227] Publishing system info
2024-04-03 15:59:25,269 DEBUG   HandlerThread:14844 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-04-03 15:59:25,269 DEBUG   HandlerThread:14844 [system_info.py:_save_pip():68] Saving pip packages done
2024-04-03 15:59:25,270 INFO    HandlerThread:14844 [system_monitor.py:probe():229] Finished publishing system info
2024-04-03 15:59:25,284 DEBUG   SenderThread:14844 [sender.py:send():380] send: files
2024-04-03 15:59:25,284 INFO    SenderThread:14844 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2024-04-03 15:59:25,290 DEBUG   HandlerThread:14844 [handler.py:handle_request():146] handle_request: stop_status
2024-04-03 15:59:25,290 DEBUG   HandlerThread:14844 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-03 15:59:25,290 DEBUG   SenderThread:14844 [sender.py:send_request():407] send_request: stop_status
2024-04-03 15:59:25,439 DEBUG   SenderThread:14844 [sender.py:send():380] send: telemetry
